korean,english,alt,situation,note,category
두 명인데 자리 있나요?,Hi do you have a table for two?,Is there room for two or is there a wait?,식당 입장 시,예약 있으면 I have a reservation under + 이름,식당
이거 입어봐도 되나요? 탈의실 어디예요?,Can I try this on? Where's the fitting room?,"Mind if I try this on? Where can I change?",옷 가게에서,fitting room = dressing room = 탈의실,쇼핑
이거 미디엄 사이즈 있어요?,Do you have this in a medium?,Does this come in a medium?,다른 사이즈 찾을 때,Do you have this in + 사이즈/색상,쇼핑
그냥 구경하는 거예요 괜찮아요,I'm just browsing thanks. I'm good.,Just looking around. I'll let you know if I need help.,점원이 도와줄까 물을 때,I'll let you know가 부드러운 마무리,쇼핑
이거 지금 할인 중인 건가요?,Is this on sale right now?,Is there a discount on this?,가격 확인,on sale = 할인 중 / for sale = 판매 중 (다른 뜻!),쇼핑
영수증 있는데 환불 가능할까요?,I have the receipt. Can I return this?,I'd like to return this. Here's my receipt.,교환/환불 시,exchange = 교환 / refund = 환불금,쇼핑
화장실이 어디에 있는지 알려주실 수 있나요?,Could you tell me where the restroom is?,Do you know where the bathroom is?,공공장소에서,미국: restroom/bathroom / 영국: toilet/loo,일상
두 개 사면 좀 깎아주실 수 있어요?,If I buy two can you give me a better price?,Any chance of a discount if I get two?,시장/흥정할 때,Any chance of~? = 혹시 ~될까요?,쇼핑
오늘 좀 컨디션이 안 좋아서 일찍 갈 수도 있어,"I'm not feeling great today, so I might leave early.",I'm a bit under the weather. I might head out early.,몸이 안 좋을 때,under the weather = 몸이 안 좋은 (관용구),건강
두통이 너무 심해서 집중을 못 하겠어,I have a splitting headache and I can't focus.,My head is killing me. I can't concentrate.,심한 두통,splitting headache / head is killing me 둘 다 강한 표현,건강
병원 예약 좀 잡고 싶은데요,I'd like to make an appointment to see the doctor.,Can I schedule a visit with the doctor?,병원 예약,see a doctor = 진료 받다,건강
여기를 누르면 아파요,It hurts right here when I press on it.,I feel a sharp pain right here when I touch it.,의사에게 증상 설명,sharp pain = 날카로운 통증 / dull ache = 둔한 통증,건강
기침이 심한데 약 좀 처방해주실 수 있나요?,Can you prescribe something for my cough?,Is there anything you can give me for this cough?,약 처방 요청,prescription = 처방전 / OTC = 처방전 없이 살 수 있는,건강
요즘 어떻게 지내? 무슨 일 있었어?,What have you been up to lately? Anything new?,"How've you been? What's going on in your life?",오랜만에 만났을 때,What have you been up to?는 How are you?보다 진심 어린 질문,인사
별일 없어 그냥 똑같지 뭐,Same old same old. Nothing exciting.,Not much really. Just the usual.,근황 물어볼 때,the usual = 늘 하던 거,인사
나 먼저 갈게 늦었다,I gotta head out. It's getting late.,I should get going. I've got an early morning.,자리에서 일어날 때,I gotta = I've got to (구어체),인사
오늘 진짜 재밌었어 다음에 또 보자,I had a blast today. Let's do this again soon.,This was so fun. We should hang out again.,헤어질 때,have a blast = 엄청 즐기다,인사
연락 끊지 말고 지내자 진짜로,Don't be a stranger. Let's keep in touch for real.,Stay in touch okay? Don't disappear on me.,오래만에 만난 후,Don't be a stranger = 연락하고 지내자는 따뜻한 표현,인사
그건 네가 알아서 해 나는 상관없어,It's totally your call. I'm fine either way.,That's up to you. I'm good with whatever.,결정을 맡길 때,your call = 네 결정 / either way = 어느 쪽이든,일상
우리 이 얘기 그만하자 맴돌고 있잖아,Let's just drop it. We're going in circles.,Can we move on? We keep saying the same thing.,논쟁 끝내고 싶을 때,go in circles = 같은 얘기 반복,일상
뭐라고? 잘 안 들렸어 다시 말해줘,Sorry what was that? I didn't catch it.,Come again? I missed what you said.,못 알아들었을 때,I didn't catch that이 가장 자연스러움,일상
장난이지? 진짜야?,"You're kidding me, right? Is that for real?",No way. Are you being serious right now?,믿기 어려울 때,Are you being serious? = 진심이야?,일상
나 진짜 진심이야 농담 아니야,I'm dead serious. I'm not joking.,I mean it. This isn't a joke.,농담 아니라고 할 때,dead serious = 완전 진지한,일상
큰 결정이니까 하루 생각해볼게,That's a big decision. Let me sleep on it.,I need to think it over. Give me a day.,결정을 미루고 싶을 때,sleep on it = 하룻밤 자면서 생각하다,일상
아 그래서 그랬구나 이제 이해됐어,Oh that makes sense now. I was so confused.,Oh I see. Now I get it.,이해됐을 때,Now I get it = 이제 이해됐어,일상
거의 다 끝나가 5분만 더 줘,I'm almost done. Just give me five more minutes.,I'm nearly finished. Just a few more minutes.,작업 마무리 중,nearly there도 같은 뜻,일상
잠깐만 기다려 금방 올게,Hold on a sec. I'll be right back.,Hang on. Give me one second.,잠시 기다려달라고 할 때,I'll be right back = 금방 올게,일상
내일 마감 세 개인데 미쳐버리겠어,I have three deadlines tomorrow and I'm losing my mind.,Three things due tomorrow. I'm going crazy.,혼란스러울 때,losing my mind / going crazy 둘 다 자주 씀,일상
저 창가 자리 내가 먼저 찜했어!,I call dibs on the window seat!,The window seat is mine! I called it first!,먼저 차지하겠다고 할 때,call dibs = 선점 선언. 미국 캐주얼 표현,일상
지금 분위기 좀 파악해 타이밍이 아니야,"Dude read the room. Now's not the time.",Can you not? This isn't the moment.,분위기 파악하라고 할 때,read the room = 분위기/상황을 읽다,일상
걔 맨날 말만 하고 행동은 안 해,He's all talk and no action. Don't count on him.,He never follows through. He just talks big.,행동 안 하는 사람 얘기할 때,all bark and no bite도 같은 뜻,일상
어제 무슨 일이 있었는지 말하고 싶어 죽겠어,I'm dying to tell you what happened yesterday.,You won't believe what happened. I have to tell you.,비밀 말하고 싶을 때,dying to = ~하고 싶어 죽겠는,일상
뭔가 이상한 느낌이 들어 설명은 못 하겠는데,Something feels off. I can't explain it but I just have a gut feeling.,"I don't know what it is, but my gut says something's wrong.",직감을 표현할 때,gut feeling = 직감. trust your gut = 직감을 믿어,일상
미안 시간 가는 줄 몰랐어 완전 빠져있었어,Sorry I totally lost track of time. I was so into it.,I got carried away and didn't realize how late it was.,시간을 잊었을 때,get carried away = 빠져들다/몰입하다,일상
금도금 폰케이스? 그건 좀 오버 아니야?,A gold-plated phone case? Don't you think that's a bit over the top?,That's way too extra. Who needs a gold phone case?,지나치다고 느낄 때,extra = 오버하는/과한 (슬랭),일상
다음 주 콘서트 진짜 기대된다!,I can't wait for the concert next week!,I'm so hyped for the concert next week!,설레는 일,hyped = 들뜬/기대되는 (슬랭),감정
옆집 개가 밤새 짖어서 미치겠어,My neighbor's dog barks all night. It drives me crazy.,The dog next door won't stop barking. It's driving me insane.,짜증날 때,drive someone crazy/insane = ~을 미치게 하다,감정
내 생일 잊은 거 좀 서운했어,It kind of hurt my feelings that you forgot my birthday.,I was a little bummed you forgot my birthday.,감정 상했을 때,bummed = 실망한/서운한 (캐주얼),감정
정말 큰 도움이 됐어 진심으로 고마워,You've been such a huge help. I really appreciate it.,I can't thank you enough. You really saved me.,진심으로 감사할 때,I can't thank you enough = 감사해도 모자라,감정
진짜 죄송해요 다시는 안 그럴게요,I'm so sorry about that. It won't happen again.,I sincerely apologize. I'll make sure it doesn't happen again.,진심 사과,sincerely apologize는 좀 더 격식,감정
그 말 들으니까 진짜 기분 좋다 고마워,That really means a lot to me. Thank you for saying that.,Hearing that made my day. I appreciate you.,칭찬/격려 받았을 때,make my day = 하루를 좋게 만들다,감정
네가 없었으면 어떻게 했을지 모르겠다,I honestly don't know what I'd do without you.,You're a lifesaver. I'd be lost without you.,큰 도움 받았을 때,lifesaver = 생명의 은인 (비유적으로 많이 씀),감정
핸드폰 배터리 거의 다 됐어 충전기 있어?,My phone's about to die. Do you have a charger I can borrow?,I'm at like 2%. Anyone got a charger?,충전기 빌릴 때,about to die = 곧 꺼질 것 같은 (배터리),일상
데이터 다 써서 핫스팟 좀 켜줄 수 있어?,I'm out of data. Can I use your hotspot for a bit?,I used up all my data. Mind sharing your hotspot?,데이터 소진,use up / run out of = 다 쓰다,일상
출발 전에 폰 충전 좀 하고 갈게,Let me charge my phone real quick before we leave.,I need to plug in my phone for a sec before we go.,배터리 부족,plug in = 충전기에 꽂다,일상
인스타에서 돌아다니는 그 영상 봤어?,Did you see that video going around on Instagram?,Have you seen that viral video on Insta?,SNS 공유,go viral / go around = 퍼지다,일상
여기 사람 진짜 많다 다른 데 가자,It's packed in here. Let's go somewhere else.,This place is way too crowded. Let's bounce.,붐비는 장소에서,bounce = 떠나다 (슬랭),일상
오늘 하루 진짜 길었다 한 잔 하자,It's been a long day. Let's grab a drink.,What a day. I could use a drink right now.,퇴근 후,I could use a ~ = ~이 필요해/하고 싶어,사교
이거 좀 먹어봐도 돼? 맛있어 보여,Can I have a bite? That looks amazing.,Mind if I try some? It looks so good.,음식 맛보고 싶을 때,a bite = 한 입 / a sip = 한 모금,식당
배 터질 것 같아 더 못 먹겠어,I'm so stuffed. I can't eat another bite.,I'm absolutely full. I'm done.,배부를 때,stuffed가 full보다 강한 표현,식당
이거 진짜 맛있다 너도 꼭 먹어봐,This is so good. You have to try it.,Oh my god this is amazing. You need to taste this.,맛있는 음식에,You have to try it = 꼭 먹어봐야 해,식당
요즘 식단 조절 중이라 디저트는 패스할게,I'm watching what I eat so I'll skip dessert.,I'm trying to eat clean so no dessert for me.,식단 관리 중,watch what I eat / eat clean 둘 다 자연스러움,건강
그거 진짜 효과 있어? 매일 먹는 거야?,Does that actually work? Do you take it every day?,Is it legit? How often do you use it?,효과 물어볼 때,legit = 진짜인/효과 있는 (슬랭),일상
우산 가져가 혹시 모르니까,Bring an umbrella just in case.,Better grab an umbrella. You never know.,만일을 대비해서,you never know = 뭐가 어떻게 될지 모르니까,일상
아 말 나온 김에 새로 생긴 식당 들었어?,Speaking of which did you hear about the new restaurant?,Oh that reminds me. Have you heard about the new place?,관련 주제로 넘어갈 때,speaking of which / that reminds me,일상
글쎄 그건 경우에 따라 다르지,Honestly it depends on the situation.,It's hard to say. It really varies.,확답 못 할 때,It depends + on ~ 으로 구체적으로 말할 수 있음,일상
어디에 뒀는지 하나도 기억이 안 나,I have no clue where I put it.,I can't remember where I left it for the life of me.,전혀 모를 때,for the life of me = 아무리 해도 (강조),일상
그러니까 내 말이 그 말이야,Exactly! That's what I'm saying.,Right? That's my whole point.,강하게 동의할 때,That's what I'm saying! = 내 말이!,일상
인생 뭐 있어 한 번 해봐,You only live once. Just go for it.,Life's too short. Take the leap.,도전 격려할 때,YOLO / take the leap = 도전하다,일상
어디서 많이 본 것 같은데 우리 만난 적 있나요?,You look really familiar. Have we met before?,Don't I know you from somewhere?,어디서 본 듯한 사람에게,You look familiar가 가장 자연스러운 시작,사교
오늘 진짜 즐거웠어 번호 교환할래?,I had a great time today. Can I get your number?,This was fun. Want to exchange numbers?,연락처 물을 때,Can I get your number?가 가장 직접적이고 자연스러움,사교
거기 새로 생겼다던데 가봤어?,There's a new place that opened up. Have you been?,Have you checked out that new spot?,장소 추천/경험,check out = 가보다/확인하다,사교
그럼 이따 봐! 오늘 고마웠어,Alright see you later! Thanks for today.,Catch you later! Today was great.,가벼운 인사,Catch you later가 See you later보다 캐주얼,인사
늦었으니까 조심히 들어가,It's late. Get home safe.,Text me when you get home so I know you're safe.,밤에 헤어질 때,Text me when you get home = 도착하면 연락해,인사
그게 뭐 어이가 없어서 말이 안 나온다,I literally can't even. That's unbelievable.,I'm speechless. I don't even know what to say.,황당할 때,I can't even = 할 말을 잃었다 (젊은 층),일상
나가라고 하는 게 아니라 진짜 놀라서 그래,Get out of here! I can't believe it!,Shut up! Are you serious?,믿기지 않을 때,Shut up!도 놀라움 표현. 진짜 입 다물라는 게 아님,일상
이 팟캐스트 완전 내 취향이야,This podcast is right up my alley.,This is totally my kind of thing.,취향 저격,right up my alley = 딱 내 취향인,일상
그건 니가 꿈에서나 가능한 얘기야,"In your dreams, buddy. That's never happening.",Yeah right. Keep dreaming.,불가능한 걸 말할 때,Keep dreaming = 계속 꿈이나 꿔,일상
시험? 그거 완전 쉬웠어 껌이야,The exam? It was a piece of cake.,That test was a breeze. I finished early.,쉬운 일일 때,a piece of cake / a breeze / a walk in the park,일상
사람들 앞에서 넘어져서 쪽팔려 죽는 줄 알았어,I tripped in front of everyone. I wanted to crawl into a hole.,I fell in public and I was so embarrassed I wanted to disappear.,창피할 때,crawl into a hole = 땅굴 파고 숨고 싶다,감정
그 노래 들을 때마다 소름 돋아,That song gives me chills every single time.,I get goosebumps whenever I hear that song.,감동 느낄 때,chills = goosebumps = 소름,감정
통장 잔고 보고 현타 왔어,I checked my bank account and reality just hit me.,I looked at my balance and came back down to earth.,현실 자각,come back down to earth = 현실로 돌아오다,감정
계속 바쁘다고 하는데 걔 진짜 눈치가 없어,I keep saying I'm busy but he can't take a hint.,I've been dropping hints but he's completely clueless.,눈치 없는 사람,take a hint = 눈치채다 / clueless = 눈치 없는,일상
딴 얘기로 넘어가지 마 내 질문에 답해,Don't change the subject. Answer my question.,Stop dodging the question. Just answer me.,화제 돌리려 할 때,dodge = 피하다,일상
농담 아니고 그 피자 내 인생 최고였어,No joke that was the best pizza I've ever had in my life.,I'm not exaggerating. That was hands down the best pizza ever.,진지하게 말할 때,hands down = 의심의 여지 없이,일상
태국 요리 해본 적은 없지만 한 번 도전해볼게,I've never cooked Thai food but I'll give it a shot.,I'm no expert but I'll try my hand at Thai cooking.,시도해보겠다고,try my hand at = ~을 시도해보다,일상
포기하지 마 거의 다 왔어 조금만 버텨,Don't give up. You're almost there. Just hang in there.,Keep going. You're so close. Don't quit now.,격려할 때,hang in there = 버텨/견뎌,감정
솔직히 별로였어 기대만큼은 아니야,"Honestly it wasn't great. It didn't live up to the hype.",It was kind of a letdown to be honest.,완곡한 부정,live up to the hype = 기대에 부응하다 / letdown = 실망,일상
아 맞다 너한테 할 말 있었는데 깜빡했어,Oh right! I totally forgot. I had something to tell you.,Oh shoot! I meant to tell you something earlier.,뭔가 기억났을 때,shoot = 앗/이런 (가벼운 감탄사),일상
날씨가 좀 애매해서 피크닉 하기 찜찜한데,The weather looks kind of iffy for the picnic.,I'm not sure about the weather. It could go either way.,불확실할 때,iffy = 불확실한 / go either way = 어느 쪽이든 될 수 있는,일상
운동화에 500달러? 너 미쳤어?,You spent $500 on sneakers? Are you out of your mind?,$500 for shoes? Have you lost it?,어이없는 행동에,Have you lost it? = 미쳤어? (Are you crazy?보다 강함),일상
이건 비밀인데 나만 알고 있어,This is between us. Keep it to yourself.,Don't tell anyone okay? This stays between you and me.,비밀 지키라고,between us / stays between us = 우리끼리만,일상
뒤에서 네 얘기하더라 조심해,She was talking behind your back. Watch out.,Heads up — she's been badmouthing you.,험담 알려줄 때,badmouth = 헐뜯다 / talk behind one's back = 뒷담화,사교
하루 종일 전화했는데 왜 안 받아?,I've been calling you all day. Why aren't you picking up?,I tried reaching you like ten times. What happened?,전화 안 받을 때,pick up = 전화 받다 / reach someone = 연락 닿다,일상
전화 끊지 마 설명 좀 할게,Wait don't hang up. Let me explain.,Hold on don't go. Just hear me out.,전화 끊지 말라고,hear me out = 내 말 좀 들어봐,일상
몇 시간 전에 문자 했는데 왜 답이 없어?,I texted you hours ago. Why didn't you text me back?,I sent you a message ages ago. No reply?,답장 없을 때,text back / get back to me = 답장하다,일상
시험 합격했다며! 내가 한턱 쏠게,You passed! Dinner's on me. I'll treat you.,Congrats on passing! Let me take you out to celebrate.,축하/한턱,take someone out = ~를 데리고 나가서 사주다,사교
세상에 진짜 오래간만이다! 어떻게 지냈어?,Oh my god it's been forever! How have you been?,I haven't seen you in ages! What's new with you?,오래만에 만났을 때,in ages = 아주 오랫동안,인사
오늘 뭐 먹고 싶어? 피자 아니면 초밥?,What are you in the mood for? Pizza or sushi?,What do you feel like eating? Pizza or sushi?,식사 정할 때,be in the mood for = ~이 먹고 싶은/하고 싶은,식당
요즘 스트레스 받아서 밥맛이 없어,I've been so stressed I don't even have an appetite.,I'm so stressed out I can barely eat.,입맛 없을 때,stressed out = 스트레스를 많이 받는,건강
이 우유 유통기한 지난 것 같은데 확인해봐,I think this milk is past its expiration date. Check it.,This might be expired. Take a look at the date.,식품 확인,expiration date = 유통기한 / expired = 기한 지난,일상
여기 너무 덥다 에어컨 좀 올려,It's boiling in here. Can you crank up the AC?,It's so hot. Turn up the air conditioning.,더울 때,crank up = (세기를) 높이다 / boiling = 끓는 듯이 더운,일상
진짜 춥다 난방 좀 올려줘,I'm freezing. Can you turn up the heat?,It's so cold in here. Can we bump up the thermostat?,추울 때,thermostat = 온도 조절기 / bump up = 올리다,일상
통화 중이니까 소리 좀 줄여줘,I'm on a call. Can you keep it down?,Could you turn it down a bit? I'm on the phone.,소리 줄여달라고,keep it down = 소리 좀 낮춰 / turn it down = 볼륨 낮춰,일상
잠깐 화장실 다녀올게 짐 좀 봐줄 수 있어?,Can you keep an eye on my stuff? I need to hit the restroom.,Watch my bags for a sec? I'll be right back.,잠깐 자리 비울 때,keep an eye on = 지켜보다 / hit the restroom = 화장실 가다,일상
이 가격 세금 포함인 건가요?,Does this price include tax?,"Is tax included, or is it extra?",가격 확인,미국은 표시가격에 세금 별도가 대부분,쇼핑
카드 결제 돼요? 현금만 받나요?,Do you take card or is it cash only?,Can I pay by card? Or do you only accept cash?,결제 방법,Do you take card?가 가장 자연스러움,쇼핑
영수증 괜찮아요 필요 없어요,"I'm good without the receipt, thanks.",No receipt needed. Thanks.,계산 후,I'm good = 괜찮아요 (다양한 상황에서 씀),쇼핑
택배 시킨 거 아직 안 왔어 일주일 됐는데,My package still hasn't arrived. It's been a week.,I ordered something a week ago and it still hasn't shown up.,배달 지연,show up = 나타나다/도착하다,일상
로그인이 안 돼 비밀번호 틀렸다고 나와,I can't log in. It keeps saying wrong password.,I'm locked out. It won't accept my password.,로그인 실패,locked out = 잠겨서 못 들어가는,일상
와이파이가 안 잡혀 인터넷 끊긴 거야?,I can't connect to the Wi-Fi. Is the internet down?,The Wi-Fi's not working. Did the connection drop?,인터넷 문제,the internet is down = 인터넷이 끊겼다,일상
화면이 자꾸 멈춰서 재부팅해야 할 것 같아,My screen keeps freezing. I think I need to restart.,My computer keeps lagging out. I'm gonna reboot.,기기 문제,lag = 렉걸리다 / reboot = 재부팅,일상
잘 모르겠으면 그냥 검색해봐,If you're not sure just look it up.,Just Google it. The answer's right there.,정보 찾을 때,Google it = 검색해봐 (동사로 씀),일상
스크린샷 찍어서 나한테 보내줘,Take a screenshot and send it to me.,Grab a screencap and shoot it over.,화면 캡처,shoot it over = 보내줘 (캐주얼),일상
내일 7시에 알람 맞춰놔 절대 늦으면 안 돼,Set an alarm for 7 AM. I absolutely cannot oversleep.,Make sure you set your alarm for 7. Don't sleep through it.,알람 설정,sleep through = 알람 못 듣고 자다,일상
어젯밤에 시험 공부하느라 밤새웠어,I pulled an all-nighter studying for the exam.,I was up all night cramming for the test.,밤새 공부,pull an all-nighter = 밤을 새다 / cram = 벼락치기,일상
졸려 죽겠어 눈을 뜰 수가 없어,I can barely keep my eyes open. I'm so exhausted.,I'm running on fumes. I need to crash.,극도로 졸릴 때,run on fumes = 기력이 바닥난 / crash = 쓰러지듯 자다,일상
아직 커피를 안 마셔서 말 시키지 마,Don't talk to me until I've had my coffee.,I haven't had my coffee yet. I'm not functional.,카페인 필요할 때,not functional = 제 기능을 못 하는 (유머러스),식당
시럽 빼고 샷 추가로 해주세요,Can I get that with no syrup and an extra shot?,No syrup and add an extra shot please.,커피 커스텀,extra shot = 에스프레소 샷 추가 / decaf = 디카페인,식당
여기서 마실 거예요,For here please.,I'll have it here. Not to go.,매장 이용,for here = 매장 / to go = 포장,식당
대기 시간이 얼마나 되나요? 이름 좀 올려주세요,How long is the wait? Can you put us on the list?,What's the wait time? We'd like to get on the waitlist.,대기 시간,put us on the list = 대기 명단에 올려주세요,식당
7시에 박 이름으로 예약했어요,I have a reservation for 7 o'clock under Park.,We booked a table for 7. It's under Park.,식당 도착 시,book a table / make a reservation,식당
물 좀 리필해주실 수 있나요?,Could I get some more water when you get a chance?,Can I get a water refill please?,리필 요청,when you get a chance = 시간 되실 때,식당
이거 제가 시킨 게 아닌데요 파스타를 시켰거든요,Sorry but I didn't order this. I had the pasta.,"This isn't what I ordered. I asked for the pasta, not this.",잘못 나온 음식,I had = I ordered (과거 주문 의미),식당
많이 아파? 둔하게 아픈 거야 찌르듯이 아픈 거야?,Does it hurt a lot? Is it a dull ache or a sharp pain?,How bad is it? Is it more of a throbbing or a stabbing pain?,통증 확인,throbbing = 욱신거리는 / stabbing = 찌르는,건강
약 먹었어? 잊지 마,Did you take your medicine? Don't forget.,Have you taken your meds yet?,복약 확인,meds = medicine의 줄임말 (캐주얼),건강
목이 아프고 콧물이 나,I have a sore throat and a runny nose.,My throat's scratchy and my nose won't stop running.,감기 증상,scratchy throat = 목이 칼칼한,건강
열이 있는 것 같아 체온계 있어?,I think I have a fever. Do we have a thermometer?,I feel feverish. Where's the thermometer?,발열 시,feverish = 열이 나는 듯한,건강
그거 전염되는 거야? 거리 두는 게 좋을까?,Is it contagious? Should I keep my distance?,Can I catch it from you? Should I stay back?,전염 여부,catch = (병을) 옮다,건강
너 많이 안 좋아 보여 집에 가서 푹 쉬어,You look terrible. Go home and get some rest.,You don't look good at all. Take it easy and rest up.,아픈 사람에게,rest up = 충분히 쉬다,건강
읽고 왜 답장 안 해? 읽씹이야?,I saw the read receipts. Don't leave me on read!,You left me on read! What's up with that?,메시지 무시,on read = 읽고 답 안 하는. SNS 시대 필수 표현,일상
그건 좀 TMI야 거기까지는 알고 싶지 않았어,"That's way too much information. I didn't need to know that.",TMI dude. Keep that to yourself.,과한 정보,TMI = Too Much Information. 매우 자주 씀,일상
다 재밌게 놀고 있었는데 걔가 분위기를 깼어,We were all having fun until he totally killed the vibe.,He's such a buzzkill. Ruined the whole mood.,분위기 깬 사람,buzzkill = 분위기 깨는 사람/것,사교
그 드라마 완전 꿀잼이야 멈출 수가 없어,That show is so addicting. I can't stop watching.,I've been binge-watching that series. It's so good.,재밌는 콘텐츠,binge-watch = 몰아보다,일상
그거 보려고 했는데 재미없어서 잠들었어,I tried watching it but it was so boring I fell asleep.,I couldn't get into it. It put me to sleep.,재미없을 때,put me to sleep = 잠들게 할 만큼 지루한,일상
이 가격에 이 퀄리티면 진짜 가성비 좋다,This quality at this price? That's a great bang for your buck.,This is such a good deal for what you get.,가성비 좋을 때,bang for your buck = 가격 대비 가치,쇼핑
살 생각 없었는데 그냥 충동구매 해버렸어,I wasn't planning to buy anything but I impulse-bought it.,I couldn't resist. I totally splurged on it.,충동구매,splurge = 돈을 확 쓰다,쇼핑
혹시 쿠폰이나 할인 코드 같은 거 있어요?,Do you have any coupons or promo codes I can use?,Is there any discount code or deal going on?,할인 확인,promo code = 프로모션 코드,쇼핑
가게 문 닫았잖아 괜히 왔다,The store was closed. That was a total waste of time.,We came all this way for nothing. What a bummer.,헛수고,bummer = 아쉬운/실망스러운 일,일상
문 닫기 직전에 겨우 들어갔어 진짜 아슬아슬했어,I just barely made it before they closed. That was so close.,I got there by the skin of my teeth. Almost didn't make it.,간신히 성공,by the skin of my teeth = 아슬아슬하게,일상
일주일 내내 집에만 있었더니 환기가 필요해,"I've been home all week. I need a change of scenery.",I'm going stir-crazy. I need to get out of the house.,환기 필요할 때,stir-crazy = 갇혀있어서 미칠 것 같은,일상
할 게 아무것도 없어서 심심해 죽겠어,There's literally nothing to do. I'm bored out of my mind.,I'm so bored I could scream.,할 게 없을 때,bored out of my mind = 지루해서 미칠 것 같은,일상
맞다 깜빡했다 완전 까먹고 있었어,Oh no I totally forgot. It completely slipped my mind.,Shoot I knew I was forgetting something.,잊었을 때,slip one's mind = 깜빡하다,일상
이름이 뭐였더라 입에서 맴도는데 기억이 안 나,"What's his name again? It's on the tip of my tongue.",I know his name. It's right there but I can't think of it.,이름 기억 안 날 때,on the tip of my tongue = 혀끝에서 맴도는,일상
그건 네 생각이고 난 다르게 봐,That's your opinion. I see it differently.,We'll have to agree to disagree on this one.,의견 차이,agree to disagree = 서로 다른 의견을 인정하다,일상
인정 네 말이 맞아,Fair enough. You've got a point.,I'll give you that. You make a good argument.,수긍할 때,I'll give you that = 그건 인정할게,일상
말 자르지 마 끝까지 좀 들어봐,Don't interrupt me. Just let me finish.,Stop cutting me off. Hear me out till the end.,말 끊기지 않게,hear me out = 끝까지 들어줘,일상
네 말도 일리가 있어 하지만 좀 더 기다려보자,"You have a point, but I think we should hold off a bit.",That's a valid point. Still I'd rather wait and see.,부분적 동의,hold off = 미루다/기다리다 / wait and see = 두고 보다,일상
취직했다고? 진짜 잘됐다! 축하해,You got the job? That's awesome! Congrats!,Good for you! I'm so happy for you!,축하할 때,Good for you는 톤에 따라 비꼼이 될 수 있으니 주의,감정
너 하와이 간다고? 진짜 부럽다,You're going to Hawaii? I'm so jealous!,Lucky you! I wish I could go too.,부러울 때,Lucky you! = 운 좋은 사람!,감정
콘서트 취소돼서 진짜 속상해,I'm so bummed the concert got canceled.,What a bummer. I was really looking forward to it.,실망했을 때,look forward to = 기대하다,감정
이 교통체증 매일 똑같아서 진짜 질려,I'm so fed up with this traffic. It's the same every single day.,I'm sick and tired of sitting in traffic every day.,짜증 한계,fed up / sick and tired = 진절머리가 나는,감정
